donation_id,episode_id,post_t,donor_type,category,holding,weight_kg,meals,pickup_lat,pickup_lon,zone,ready_until_t,safety_deadline_t,horizon_h,status,recipient_id,volunteer_id,n_offers
E016D0024,16,235.20838179368673,campus,cooked,hot,16.756634365381338,31,13.023425379096674,77.58279709572444,north,351.0663747293414,475.2083817936867,4,delivered,R010,V0036,18
E016D0025,16,70.27432254289297,caterer,cooked,hot,11.847442426102573,22,12.915453930750662,77.61181111836883,south,115.46991255686297,370.27432254289295,5,delivered,R007,V0122,4
E016D0026,16,110.63188759990177,restaurant,cooked,hot,13.773170938503512,25,12.970546788855179,77.59934663559028,downtown,179.11532955450454,350.6318875999018,4,delivered,R004,V0080,4
E016D0027,16,293.15094981361403,grocer,produce,ambient,10.888210025867696,20,12.97302364020927,77.58823307229287,downtown,329.46471370901446,3173.150949813614,48,delivered,R000,V0132,3
E016D0028,16,283.96806209595593,grocer,produce,ambient,20.750453272180973,38,12.995773497665624,77.53961490624583,east,393.2406736810832,3163.968062095956,48,delivered,R002,V0057,5
E016D0029,16,53.74011885711961,grocer,produce,ambient,11.171927616524016,21,12.951767551376577,77.63708066342149,west,159.11355011665623,2933.74011885712,48,delivered,R005,V0123,28
E016D0030,16,217.77885832564175,bakery,bakery,ambient,7.455220303151062,14,12.969317416592617,77.59606810150404,downtown,265.44817949360316,1657.7788583256417,24,delivered,R000,V0043,6
E016D0031,16,193.51309978611022,caterer,cooked,hot,10.859324170105012,20,12.936295458843285,77.60122944975099,south,262.85029540322296,493.5130997861102,5,delivered,R007,V0006,4
E016D0032,16,314.2607819087127,campus,cooked,hot,22.623130504963505,42,13.009389209897536,77.6244978042906,north,416.5289146727183,554.2607819087127,4,delivered,R006,V0128,5
E016D0033,16,342.0479671660878,restaurant,cooked,hot,4.550371808658032,8,12.972551327223627,77.5955726137247,downtown,442.1570171204079,582.0479671660878,4,delivered,R002,V0034,2
E016D0034,16,275.11429373533076,restaurant,cooked,hot,6.1095209303365445,11,12.972240245151463,77.58468197083604,downtown,373.75515020162516,515.1142937353308,4,delivered,R007,V0014,11
E016D0035,16,255.29932816889124,grocer,produce,ambient,24.899473562874693,46,12.974234314803502,77.6896289004472,suburb,363.1495638489622,3135.2993281688914,48,delivered,R011,V0128,6
E016D0036,16,281.2488658550179,campus,cooked,hot,20.484555122608825,38,12.978792947613652,77.56332982046983,east,365.4593429124792,521.2488658550179,4,delivered,R010,V0127,37
E016D0037,16,242.47500396574017,restaurant,cooked,hot,7.087566308338529,13,12.993766106601038,77.63493319138456,west,274.86935470108745,482.47500396574014,4,delivered,R006,V0062,3
E016D0038,16,266.0622512009986,bakery,bakery,ambient,2.62303126295542,5,13.003708134958433,77.56603618276876,north,362.4580105691759,1706.0622512009986,24,delivered,R002,V0053,2
E016D0039,16,340.18580522445956,campus,cooked,hot,23.211120360399143,43,12.966567295044557,77.55312997077627,east,425.7441388750137,580.1858052244595,4,delivered,R003,V0132,2
E016D0040,16,212.86890754447415,restaurant,cooked,hot,10.973199090843517,20,12.963652401147476,77.61450035411517,west,312.53505089259767,452.86890754447415,4,delivered,R005,V0092,5
E016D0041,16,329.6631722392219,campus,cooked,hot,21.206374532281057,39,12.972717788544912,77.6141112477757,west,363.34460743239924,569.6631722392219,4,delivered,R005,V0014,6
E016D0042,16,272.9070050153212,campus,cooked,hot,20.144325838971646,37,12.937850827821709,77.59038660135555,south,360.82311182117496,512.9070050153211,4,delivered,R007,V0065,6
E016D0043,16,215.75951959866322,restaurant,cooked,hot,13.959796611967388,26,12.985581035194395,77.60248169316777,downtown,304.07468464426347,455.75951959866325,4,delivered,R005,V0053,9
E016D0044,16,55.808364700153724,bakery,bakery,ambient,6.944065433150371,13,12.963051830720408,77.61326848556764,west,172.55925670529498,1495.8083647001538,24,delivered,R000,V0116,59
E016D0045,16,194.30137645791626,grocer,produce,ambient,5.7827962753052145,11,12.981186205711786,77.65028983729293,west,251.73137445379257,3074.3013764579164,48,delivered,R005,V0133,38
E016D0046,16,271.9829308578999,campus,cooked,hot,12.90810437602234,24,12.978567920607317,77.60745337476898,downtown,318.5878034210936,511.9829308578999,4,delivered,R004,V0053,3
E016D0047,16,189.28703393493225,grocer,produce,ambient,9.822058857961947,18,12.995649042731053,77.53346061029896,east,256.1864203858481,3069.2870339349324,48,delivered,R003,V0115,9
E016D0048,16,34.38192486616131,grocer,produce,ambient,25.83985895159951,47,12.896213953569504,77.64292980439295,suburb,127.097212885841,2914.381924866161,48,delivered,R009,V0007,6
E017D0000,17,1.1973559302752745,bakery,bakery,ambient,7.807374250315765,14,12.957602910037698,77.58969115517786,downtown,63.1729726066369,1441.1973559302753,24,open,,,26
E017D0001,17,310.25157596492966,bakery,bakery,ambient,4.886285390217899,9,12.977998343923158,77.60507578019784,downtown,346.42054948402233,1750.2515759649295,24,delivered,R001,V0034,12
E017D0002,17,22.44859431385223,grocer,produce,ambient,22.717191374019993,42,12.948156188614279,77.59502984602798,south,138.25599998376904,2902.448594313852,48,delivered,R000,V0088,12
E017D0003,17,321.19532896472185,grocer,produce,ambient,16.977547410543263,31,12.950848856725253,77.61724530625906,west,359.6338132017064,3201.1953289647217,48,delivered,R000,V0026,12
E017D0004,17,339.17259247063834,campus,cooked,hot,14.490805326964262,27,12.955482665624801,77.58924130274512,south,394.13790331656844,579.1725924706384,4,delivered,R000,V0006,4
E017D0005,17,266.3453332186411,caterer,cooked,hot,16.732296659008945,31,12.98545152626733,77.55963507223208,east,379.5468377177128,566.3453332186411,5,delivered,R000,V0015,8
E017D0006,17,170.4588360026279,restaurant,cooked,hot,6.702700203675092,12,12.965416241054774,77.57735933215224,east,223.04164791712992,410.4588360026279,4,delivered,R001,V0009,4
E017D0007,17,263.2699582553441,restaurant,cooked,hot,4.428693741808045,8,12.987901344187264,77.60618590400233,north,304.0430814051883,503.2699582553441,4,delivered,R006,V0034,16
E017D0008,17,157.5206845137151,restaurant,cooked,hot,4.404292338109264,8,12.997699139364173,77.56135626850444,east,259.22869918715077,397.5206845137151,4,delivered,R003,V0017,8
E017D0009,17,122.05601129194206,caterer,cooked,hot,34.568118796848815,64,12.944712519487338,77.6464269489694,west,235.11300480419274,422.05601129194207,5,expired,,,12
E017D0010,17,105.02620980840612,bakery,bakery,ambient,7.577455622307497,14,12.930176046108329,77.60082985366805,south,174.54475319788168,1545.026209808406,24,delivered,R007,V0015,8
E017D0011,17,70.93933494563663,restaurant,cooked,hot,13.5882004998469,25,12.985755228033831,77.61141449784911,west,137.7735295534651,310.93933494563663,4,delivered,R005,V0036,12
E017D0012,17,278.68998253125216,restaurant,cooked,hot,5.367560605013011,10,12.983392900566637,77.62676443456418,west,380.50204271354346,518.6899825312521,4,delivered,R004,V0017,8
E017D0013,17,59.00120613819968,grocer,produce,ambient,22.14845525954456,41,12.963062885998314,77.60394212070337,downtown,129.48136497507275,2939.0012061381994,48,delivered,R000,V0088,12
E017D0014,17,31.462085197877776,restaurant,cooked,hot,14.982333632645153,28,12.973857762086366,77.59793534680674,downtown,62.07293839533635,271.4620851978778,4,delivered,R004,V0047,12
E017D0015,17,266.0890907634305,campus,cooked,hot,15.438473514604066,28,12.97195289824654,77.59553140660196,downtown,317.58660804624674,506.0890907634305,4,delivered,R004,V0014,4
E017D0016,17,72.27364385508648,restaurant,cooked,hot,8.346370869509965,15,12.985703434187904,77.59134594600661,downtown,189.4071868653039,312.27364385508645,4,delivered,R001,V0006,4
E017D0017,17,257.95410834460114,restaurant,cooked,hot,5.2858041642017914,10,13.00065810204968,77.61926969394648,north,364.7422097017469,497.95410834460114,4,delivered,R006,V0017,16
E017D0018,17,325.24257722988926,bakery,bakery,ambient,4.071292176067203,7,12.966408152036369,77.54756030360865,east,369.2430775501078,1765.2425772298893,24,delivered,R003,V0020,12
E017D0019,17,358.2246156314138,restaurant,cooked,hot,11.631232662227786,21,12.942093446747297,77.58179004117844,south,432.6894007895939,598.2246156314138,4,delivered,R009,V0104,39
E017D0020,17,254.98577569635327,grocer,produce,ambient,19.48757681917772,36,12.96078443011664,77.56424737750056,east,304.9654009278911,3134.9857756963534,48,delivered,R003,V0015,4
E017D0021,17,350.50725697414913,restaurant,cooked,hot,6.809547384853975,13,12.950212459534988,77.54666117425836,east,411.4328477572003,590.5072569741492,4,delivered,R007,V0076,20
E017D0022,17,30.71427293904538,restaurant,cooked,hot,13.66111679041771,25,12.972526217031046,77.5997005767631,downtown,118.05940430389936,270.7142729390454,4,delivered,R005,V0053,16
E017D0023,17,345.7405951265679,caterer,cooked,hot,25.306730201325344,47,12.920752600244905,77.54948357969018,south,439.530897916133,645.7405951265679,5,delivered,R002,V0063,4
E017D0024,17,174.9341874512256,bakery,bakery,ambient,7.300560444226562,13,13.050280838105568,77.62081612470726,suburb,288.10150369315204,1614.9341874512256,24,delivered,R004,V0072,36
E017D0025,17,184.81387917955652,caterer,cooked,hot,20.67470090111599,38,12.93395862802354,77.5247890585446,suburb,274.3582028725619,484.8138791795565,5,delivered,R007,V0077,13
E017D0026,17,190.36432125190277,campus,cooked,hot,16.94987448072546,31,12.972875529220033,77.59358214712452,downtown,255.4547155283159,430.36432125190277,4,delivered,R006,V0080,20
E017D0027,17,185.3229918220624,campus,cooked,hot,22.12464582739345,41,12.983363181473461,77.62208665875994,west,231.89414895063027,425.32299182206236,4,delivered,R005,V0065,8
E017D0028,17,5.147899992042357,restaurant,cooked,hot,13.255439108231046,24,12.946317899132744,77.60633399598765,south,104.33403825558021,245.14789999204237,4,delivered,R007,V0046,12
E017D0029,17,348.843738781585,bakery,bakery,ambient,3.117367591698745,6,13.02137367575951,77.58679543703197,north,388.1127912020471,1788.843738781585,24,delivered,R001,V0028,16
E017D0030,17,181.2174891823492,campus,cooked,hot,19.087290786213714,35,12.928437066089703,77.59534733682922,south,268.4912853521689,421.2174891823492,4,delivered,R007,V0015,4
E017D0031,17,248.01169542619783,restaurant,cooked,hot,4.6358378520684855,9,12.974718340498017,77.59645052389727,downtown,324.6110519102467,488.01169542619783,4,delivered,R001,V0006,4
E017D0032,17,343.77489057860635,restaurant,cooked,hot,7.478784181594452,14,12.997899121109183,77.62064402933423,north,460.3583748590954,583.7748905786063,4,delivered,R006,V0034,16
E017D0033,17,249.7601068256395,grocer,produce,ambient,19.366644249221356,36,12.966324824608355,77.55388657151353,east,288.49299437577747,3129.7601068256395,48,delivered,R003,V0015,4
E017D0034,17,114.51684838385994,campus,cooked,hot,16.152808026986143,30,12.956741306866576,77.62660967263628,west,178.62954798132802,354.51684838385995,4,delivered,R005,V0006,4
E017D0035,17,343.83997697110334,campus,cooked,hot,24.867296096414737,46,13.017864703456228,77.58586957055184,north,405.37055217020537,583.8399769711034,4,delivered,R010,V0067,17
E018D0000,18,256.57039262219376,restaurant,cooked,hot,3.9675759262723473,7,12.975390700870458,77.61097225947631,west,350.7444211981849,496.57039262219376,4,delivered,R001,V0007,4
E018D0001,18,78.275260698919,restaurant,cooked,hot,11.018592738865218,20,12.962536661281476,77.62348550323252,west,194.62127700751583,318.275260698919,4,delivered,R005,V0004,4
E018D0002,18,314.32639082721687,caterer,cooked,hot,14.058162664995306,26,12.99238988579576,77.6325906425961,west,421.5833212083326,614.3263908272169,5,delivered,R006,V0071,40
E018D0003,18,62.638481086149135,bakery,bakery,ambient,5.449683354389287,10,12.885306497343882,77.61548346120121,suburb,100.25618864253232,1502.638481086149,24,delivered,R007,V0000,4
E018D0004,18,352.67382373294697,grocer,produce,ambient,21.37820542265476,39,12.9928966143046,77.60094769045689,north,459.46726393854834,3232.673823732947,48,delivered,R001,V0026,4
E018D0005,18,106.15031453585324,restaurant,cooked,hot,4.891423561254591,9,12.973233176969403,77.62229614848326,west,183.7858317421858,346.1503145358532,4,delivered,R005,V0043,16
E018D0006,18,274.1699334571182,restaurant,cooked,hot,7.2130010973214045,13,12.98413258515401,77.59395288532973,downtown,370.37925608208445,514.1699334571182,4,delivered,R005,V0034,12
E018D0007,18,307.63979310500156,restaurant,cooked,hot,7.76924394199458,14,12.93164032863177,77.55952497900749,south,373.5413961783455,547.6397931050016,4,delivered,R003,V0043,12
E018D0008,18,150.7699635270704,grocer,produce,ambient,9.649640761413899,18,12.97198862988224,77.62236010099039,west,208.63070805770542,3030.7699635270706,48,delivered,R005,V0014,8
E018D0009,18,185.03137445326342,bakery,bakery,ambient,3.8951395967301776,7,12.942497848463372,77.55693182805221,east,291.11680809960467,1625.0313744532634,24,delivered,R003,V0043,12
E018D0010,18,219.4754328053876,caterer,cooked,hot,11.107260304396126,20,12.957436840758264,77.55515375117407,east,249.63693838953733,519.4754328053876,5,delivered,R003,V0018,8
E018D0011,18,114.33460069987721,restaurant,cooked,hot,5.51874303535657,10,13.023961311587334,77.58149155986712,north,190.49749995258912,354.3346006998772,4,delivered,R010,V0019,12
E018D0012,18,274.7559111006623,grocer,produce,ambient,19.95714020888987,37,12.90828114776735,77.59221794085003,south,375.7441735410397,3154.755911100662,48,delivered,R007,V0063,8
E018D0013,18,353.5822912310989,restaurant,cooked,hot,5.432154201360082,10,12.962222361822322,77.62922703780362,west,436.3257278262311,593.5822912310989,4,delivered,R005,V0007,4
E018D0014,18,235.6124467198538,campus,cooked,hot,12.881475944929814,24,12.969569812932747,77.59467344507259,downtown,307.28524783903936,475.6124467198538,4,delivered,R007,V0121,44
E018D0015,18,222.43971539307927,restaurant,cooked,hot,13.021561968045969,24,12.993494795236614,77.60240871322512,north,298.16246895734935,462.43971539307927,4,delivered,R006,V0014,8
E018D0016,18,30.726801534668144,caterer,cooked,hot,24.681098997626357,45,12.93753208572311,77.59900127323581,south,84.39792290993257,330.72680153466814,5,delivered,R007,V0065,12
E018D0017,18,261.84140245668704,grocer,produce,ambient,6.350864566492424,12,12.948301673208618,77.62965872506477,west,378.8598412148674,3141.841402456687,48,delivered,R005,V0034,12
E018D0018,18,272.56108175413584,caterer,cooked,hot,29.535004885269334,54,13.018770411835211,77.61757443180495,north,374.91183276750644,572.5610817541358,5,delivered,R006,V0099,19
E018D0019,18,328.90182830324295,bakery,bakery,ambient,2.8046199265997585,5,13.010532965330212,77.5333152139131,east,395.18486048756694,1768.9018283032428,24,delivered,R010,V0053,16
E018D0020,18,13.473911747466554,restaurant,cooked,hot,11.922360972676351,22,12.951195454943203,77.5453237432022,east,128.3426099318282,253.47391174746656,4,delivered,R003,V0009,4
E018D0021,18,233.31762280346743,grocer,produce,ambient,24.783589590567257,46,12.934139760068502,77.64302408304343,west,294.74550923532945,3113.317622803467,48,delivered,R009,V0088,8
E018D0022,18,252.61257304603282,restaurant,cooked,hot,9.925467736958973,18,12.95385610108947,77.63846647349408,west,323.3484829999976,492.6125730460328,4,delivered,R005,V0060,16
E018D0023,18,19.94022856398253,grocer,produce,ambient,26.06898982684951,48,12.995096613873175,77.57309845723412,north,117.62646507486892,2899.9402285639826,48,delivered,R002,V0026,4
E018D0024,18,322.0417241768206,restaurant,cooked,hot,5.881471404852898,11,12.993944489257252,77.58394188212814,north,425.8509310464683,562.0417241768206,4,delivered,R004,V0060,34
E018D0025,18,255.18999573890864,restaurant,cooked,hot,8.525048180629756,16,12.976041084623025,77.59107819369838,downtown,307.0566512160318,495.18999573890864,4,delivered,R003,V0019,8
E018D0026,18,20.561427627809103,restaurant,cooked,hot,9.223721461213671,17,13.003132016981192,77.59388046248587,north,125.44129194508864,260.5614276278091,4,delivered,R004,V0014,4
E018D0027,18,42.08715497146607,campus,cooked,hot,11.580417974901215,21,12.96936161187394,77.59873580923781,downtown,97.65585462122161,282.0871549714661,4,delivered,R005,V0065,16
E018D0028,18,302.64928108273966,campus,cooked,hot,20.695044422311693,38,13.010393734574448,77.6116162836589,north,371.4781228977598,542.6492810827397,4,delivered,R004,V0017,4
E018D0029,18,18.72802578632216,restaurant,cooked,hot,13.737981094518734,25,12.977071025858857,77.56128050105546,east,61.735157064760784,258.7280257863222,4,delivered,R010,V0081,20
E018D0030,18,115.94426033323036,restaurant,cooked,hot,14.50218282079484,27,12.976986347382166,77.59344390473628,downtown,152.73443012938378,355.9442603332304,4,delivered,R001,V0014,4
E018D0031,18,288.680376539998,restaurant,cooked,hot,4.368366068897172,8,12.941248441814054,77.63116208021894,west,382.980636933157,528.680376539998,4,delivered,R007,V0052,16
E019D0000,19,82.60394958118287,restaurant,cooked,hot,8.913008677363088,16,12.949895627359508,77.58074771497486,south,173.74972421980317,322.60394958118286,4,delivered,R003,V0043,2
E019D0001,19,308.3857012712668,restaurant,cooked,hot,11.911402179244229,22,13.016898225522956,77.60302480134237,north,356.7905540857509,548.3857012712667,4,delivered,R004,V0053,2
E019D0002,19,20.59847724750439,restaurant,cooked,hot,12.3653297645648,23,12.971630189399768,77.57061370681389,east,51.6305161820969,260.5984772475044,4,delivered,R003,V0132,2
E019D0003,19,45.47263769068783,campus,cooked,hot,10.528431682371812,19,12.993332090914578,77.58586622760949,north,105.68883763494745,285.47263769068786,4,delivered,R003,V0132,3
E019D0004,19,128.23351405925064,grocer,produce,ambient,9.938721482350752,18,12.948983491444123,77.58393100510833,south,191.13897851664646,3008.2335140592504,48,delivered,R000,V0058,44
E019D0005,19,91.95295625916101,restaurant,cooked,hot,9.726477542063993,18,12.981668440081425,77.61718810038697,west,183.59905491731212,331.952956259161,4,delivered,R004,V0060,4
E019D0006,19,353.9675378363628,grocer,produce,ambient,16.877788566074102,31,12.973638836922529,77.59279127283617,downtown,442.83552864764795,3233.9675378363627,48,delivered,R000,V0014,4
E019D0007,19,159.26775473335357,caterer,cooked,hot,30.940735422152322,57,13.01450154715149,77.61415019686915,north,236.04114920386428,459.26775473335357,5,delivered,R011,V0143,10
E019D0008,19,153.21899930958162,bakery,bakery,ambient,6.574656616429501,12,12.985446262035726,77.53444404880429,east,223.89794295888132,1593.2189993095817,24,delivered,R003,V0144,2
E019D0009,19,245.788195442154,restaurant,cooked,hot,9.818988252080334,18,12.975737232249836,77.60195343317028,downtown,307.77724257781813,485.788195442154,4,delivered,R006,V0122,32
E019D0010,19,337.8142338795491,restaurant,cooked,hot,4.270881795910906,8,12.95203145604188,77.64528782887793,west,433.0053055494891,577.8142338795491,4,delivered,R005,V0052,12
E019D0011,19,178.8919464264029,campus,cooked,hot,15.978973557270209,29,12.957371483687682,77.61784790295886,west,264.1323688389586,418.8919464264029,4,delivered,R005,V0092,5
E019D0012,19,20.73540377160105,campus,cooked,hot,20.741489342955425,38,12.983952057398952,77.59374541517947,downtown,135.42269459818698,260.73540377160106,4,delivered,R005,V0132,3
E019D0013,19,134.99668375077238,campus,cooked,hot,13.047346769541594,24,12.970100464479357,77.5932011683801,downtown,234.1920389295026,374.9966837507724,4,delivered,R004,V0080,10
E019D0014,19,219.0797972682176,caterer,cooked,hot,15.803706889353496,29,12.934685094414197,77.58191868145921,south,251.47644242352052,519.0797972682176,5,delivered,R007,V0006,4
E019D0015,19,355.4396386719875,campus,cooked,hot,17.603810095352102,32,12.979272353147968,77.5901481753834,downtown,408.7135843755513,595.4396386719875,4,delivered,R000,V0014,3
E019D0016,19,352.5955761561968,restaurant,cooked,hot,10.97031979185607,20,12.979577890818952,77.54872693241661,east,398.98292068203375,592.5955761561968,4,delivered,R010,V0019,8
E019D0017,19,130.0264823099664,caterer,cooked,hot,17.860719863389633,33,13.051077748929018,77.62923250610184,suburb,206.2630493003541,430.0264823099664,5,delivered,R006,V0128,9
E019D0018,19,22.89097254393954,grocer,produce,ambient,23.675478994035423,44,12.887157282614451,77.64307849337948,suburb,134.3793378208684,2902.8909725439394,48,open,,,40
E019D0019,19,73.07765114184532,restaurant,cooked,hot,12.721723647428691,23,12.983956883927299,77.61216386494486,west,143.62178080075154,313.0776511418453,4,delivered,R001,V0014,4
E019D0020,19,331.4168767707731,restaurant,cooked,hot,14.566213740611373,27,12.971040813560755,77.57625249058191,east,409.9384902226606,571.4168767707731,4,delivered,R006,V0015,9
E019D0021,19,152.67635571569116,restaurant,cooked,hot,5.457480900158936,10,12.940111828500175,77.56542302610896,south,219.1895590278113,392.67635571569116,4,delivered,R003,V0043,2
E019D0022,19,289.27786673641015,caterer,cooked,hot,29.464000084062466,54,12.9290933980961,77.62144545025126,south,380.2667588161446,589.2778667364101,5,open,,,49
E019D0023,19,64.38757860479836,grocer,produce,ambient,26.89194460799218,49,13.049353152013282,77.60029807710632,suburb,184.1831834157873,2944.3875786047984,48,open,,,52
E019D0024,19,288.1614864395739,restaurant,cooked,hot,12.889407227957616,24,12.971063692246814,77.60146511389182,downtown,346.697177975404,528.1614864395739,4,delivered,R005,V0006,6
E019D0025,19,338.2720676477008,campus,cooked,hot,20.267349075450856,37,12.989473093535459,77.57921213969905,north,397.7470792906689,578.2720676477009,4,delivered,R002,V0053,3
E019D0026,19,199.00850189029632,grocer,produce,ambient,17.23854875946476,32,13.023753492222864,77.56846374164155,north,243.6289790665719,3079.0085018902964,48,delivered,R010,V0053,5
E019D0027,19,81.06509923019432,bakery,bakery,ambient,5.949904326434717,11,12.987238466740946,77.5863912104062,north,117.36830714884691,1521.0650992301944,24,delivered,R001,V0144,7
E019D0028,19,239.745439918856,bakery,bakery,ambient,3.457641043183098,6,12.934976856749568,77.58905571879228,south,278.86461998821994,1679.745439918856,24,delivered,R000,V0006,5
E019D0029,19,58.69240861636449,restaurant,cooked,hot,10.94013810124748,20,12.978269212434244,77.64377052990434,west,131.7626942097439,298.6924086163645,4,delivered,R006,V0125,9
E019D0030,19,131.55847777013076,restaurant,cooked,hot,14.293702623014152,26,12.942541788527388,77.62904579628864,west,233.54550788240527,371.55847777013076,4,delivered,R007,V0092,4
E019D0031,19,244.16961371165888,restaurant,cooked,hot,5.861338448874784,11,12.956505134178826,77.58881510429332,downtown,322.08579894815017,484.1696137116589,4,delivered,R005,V0015,12
E019D0032,19,162.004498800027,restaurant,cooked,hot,5.536448836523,10,12.965132719983197,77.58889660596863,downtown,271.1648546943885,402.004498800027,4,delivered,R001,V0132,2
E019D0033,19,341.8259931303451,bakery,bakery,ambient,3.9570979986410855,7,12.98567147685798,77.60434591386966,north,405.90429969710794,1781.825993130345,24,delivered,R001,V0043,6
E019D0034,19,256.10989789272855,grocer,produce,ambient,10.73426535898217,20,13.008488231876987,77.67032255477444,suburb,332.2486530848886,3136.1098978927284,48,delivered,R008,V0044,9
E019D0035,19,209.91005971020311,grocer,produce,ambient,12.324394964977065,23,12.970056613337984,77.59009566374066,downtown,259.11751474064465,3089.9100597102033,48,delivered,R000,V0121,53
E019D0036,19,343.1548094640624,campus,cooked,hot,12.078133088364861,22,12.960658817924372,77.63722784503416,west,450.83096743880236,583.1548094640624,4,delivered,R005,V0047,2
E019D0037,19,223.08710438450893,campus,cooked,hot,17.47706161878925,32,12.93460152914443,77.5945723680552,south,268.3539033847507,463.08710438450896,4,delivered,R007,V0065,4
E019D0038,19,305.24751491824003,caterer,cooked,hot,29.08337390422676,53,13.009485877954097,77.56422231348243,north,354.7732686991817,605.2475149182401,5,delivered,R007,V0139,9
E019D0039,19,206.44208545570373,grocer,produce,ambient,9.171403432650752,17,12.948419600348316,77.55828125261817,east,256.88919324752754,3086.442085455704,48,delivered,R003,V0132,5
E020D0000,20,281.68319865754165,restaurant,cooked,hot,12.852051732758644,24,12.972078382703435,77.59485596283147,downtown,326.18016493220034,521.6831986575417,4,delivered,R006,V0080,10
E020D0001,20,214.58832902752394,restaurant,cooked,hot,7.20684466980198,13,12.966991555224867,77.57198031853567,east,274.05841019710306,454.58832902752397,4,delivered,R005,V0132,2
E020D0002,20,98.61750152010116,grocer,produce,ambient,14.61934172348428,27,12.933202071446871,77.57962413026863,south,179.53187048644742,2978.617501520101,48,delivered,R000,V0149,9
E020D0003,20,164.35934602097382,caterer,cooked,hot,34.347294892977075,63,13.03298920878421,77.56350885434192,north,222.29967885600288,464.3593460209738,5,delivered,R006,V0053,6
E020D0004,20,329.94163231067535,restaurant,cooked,hot,3.4155160638767463,6,12.952892668316617,77.61118106391113,south,422.27158629787493,569.9416323106753,4,delivered,R000,V0006,3
E020D0005,20,140.26330073335643,restaurant,cooked,hot,8.049407236087415,15,12.989730716240542,77.60212271771971,north,189.45466846001963,380.26330073335646,4,delivered,R001,V0080,2
E020D0006,20,232.78946188397668,restaurant,cooked,hot,10.759676033351171,20,12.97486492422178,77.64940907680574,west,268.9686603994165,472.7894618839767,4,delivered,R008,V0007,9
E020D0007,20,33.828635479683456,grocer,produce,ambient,19.848462386643448,36,12.966928838956099,77.62237208947806,west,114.92200748424538,2913.8286354796833,48,delivered,R005,V0080,4
E020D0008,20,238.19533808597978,grocer,produce,ambient,29.938290866767083,55,12.902151854349855,77.63721833717867,suburb,298.4391013639813,3118.19533808598,48,delivered,R005,V0110,56
E020D0009,20,329.5717475411176,restaurant,cooked,hot,13.028279161007273,24,12.986226002500366,77.60926648501216,west,408.8227933356066,569.5717475411176,4,delivered,R002,V0036,8
E020D0010,20,280.7484049306754,restaurant,cooked,hot,13.539318864398894,25,12.998371344779427,77.5920314104585,north,399.2145229146567,520.7484049306754,4,delivered,R001,V0053,2
E020D0011,20,225.52972892632636,campus,cooked,hot,14.149752625900629,26,12.973729344854235,77.61457511634175,west,338.2273692607529,465.52972892632636,4,delivered,R004,V0080,3
E020D0012,20,334.61848707198476,restaurant,cooked,hot,12.142900349321476,22,12.952814181392139,77.60784624122952,south,370.06907105256175,574.6184870719848,4,delivered,R000,V0006,10
E020D0013,20,121.47506937946508,campus,cooked,hot,15.943924168749744,29,12.993499451041124,77.61484388438839,north,157.00464545861274,361.4750693794651,4,delivered,R004,V0014,2
E020D0014,20,148.47967459336235,bakery,bakery,ambient,5.5529466787675075,10,12.936064543419796,77.53661256301997,east,239.10401790426178,1588.4796745933622,24,delivered,R003,V0144,3
E020D0015,20,25.86512319247371,restaurant,cooked,hot,12.54407223223387,23,12.994916815685807,77.61950489083374,west,106.86393286455734,265.86512319247373,4,delivered,R008,V0006,19
E020D0016,20,276.2870198207261,grocer,produce,ambient,5.335639854203274,10,12.93636935721364,77.60786484649077,south,362.1117725963922,3156.287019820726,48,delivered,R007,V0000,15
E020D0017,20,329.89073737685413,restaurant,cooked,hot,8.739368024825014,16,12.974834671308237,77.58311860895977,downtown,438.46847248522613,569.8907373768541,4,delivered,R000,V0132,2
E020D0018,20,51.67375292430696,bakery,bakery,ambient,7.740840127486456,14,13.027198240217448,77.59547079301525,north,91.53866559764555,1491.6737529243069,24,delivered,R001,V0139,12
E020D0019,20,311.3434830778625,restaurant,cooked,hot,3.1884740847893625,6,12.972045305000979,77.64024276836284,west,411.60501840541315,551.3434830778625,4,delivered,R005,V0080,7
E020D0020,20,305.1649296059288,restaurant,cooked,hot,5.450757223996344,10,12.972978346420998,77.59810438084793,downtown,386.6050064316708,545.1649296059288,4,delivered,R005,V0132,11
E020D0021,20,279.2893403449571,restaurant,cooked,hot,5.933564786221414,11,12.984100243166191,77.62436503191444,west,370.3550035353779,519.289340344957,4,delivered,R005,V0092,3
E020D0022,20,253.59234424218093,restaurant,cooked,hot,4.282583614495456,8,12.942902310210467,77.63934352749638,west,325.79784538092815,493.59234424218096,4,delivered,R007,V0033,54
E020D0023,20,208.02232546632854,caterer,cooked,hot,15.033365601344872,28,12.95891015836131,77.61936394090168,west,295.3503124521809,508.02232546632854,5,delivered,R005,V0080,10
E020D0024,20,270.67615947971876,restaurant,cooked,hot,3.5959626702846847,7,12.985370291447703,77.60425385203365,north,318.8199126778237,510.67615947971876,4,delivered,R004,V0080,5
E020D0025,20,282.8196528190345,bakery,bakery,ambient,2.819876738882341,5,12.960347875644485,77.59228258028284,downtown,368.1843675249525,1722.8196528190344,24,delivered,R000,V0144,5
E020D0026,20,287.664918839436,caterer,cooked,hot,22.48753428850244,41,12.928163245931888,77.5810716729683,south,374.0082729463478,587.664918839436,5,delivered,R007,V0127,38
